"","X","X.2","X.1","year","date","day","block","plot","species","id","person","HHMMSS","Photo","Cond","Ci","wueg","wuet","Trmmol","X.Blue","LeafAbs","PhiCO2","VpdL","CTleaf","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","PARabs","Fv.","qP_Fo","Fo.","Fm.","Fs","Fv..Fm.","PhiPS2","qP","qN","NPQ","ParIn.Fs","PS2.1","ETR","sp","drawdown","cica","day2","time"
"1051",1051,1051,1051,2011,"aug","8/26/2011",4,5,NA,"b4p5 1","1","5327",15.71125487,0.16587183,227.7919474,94.7192472043023,110.226650759563,2.636007744,10.01873016,0.875009365,0.012755449,0.583682527,2.277890944,26.21579361,28.68880272,24.92026329,400.7704468,389.6293335,22.40330124,24.11553001,65.09939575,70.0747757,300.4784241,1497.271729,1789.644165,99.30802917,-1.790858746,0.999547064,0.25,-1.355140209,7.355140209,1.50225769,0.001425359,301.8388027,299.3657936,238.8072017,0.552631394,0.72293689,39.77439175,15.65886173,27.45229816,3.675348209,0.088117889,2.394865758,1.280482451,0.102108783,22.62156936,0.584637572,60.04505846,387.3461436,0.024355043,1310.126785,641.7374268,"0.327444392",502.1848145,1143.922241,769.3513184,0.560997421,"0.327444392","0.583682527","2.277890944","-1",1497.271729,0.5,214.4968342,"CADE",161.8373861,0.584637571698641,"8/26/2011",2011-08-26
"1052",1052,1052,1052,2011,"aug","8/26/2011",4,6,NA,"b4p6 1","1","5542.5",10.06472755,0.081184163,184.6182122,123.974026190305,28.4699244515325,1.425358868,10.01873016,0.875009365,0.008472285,0.499627304,1.801697081,26.10096931,29.29025078,24.91662598,399.7017212,392.6294556,23.1272831,24.05327225,67.65590668,70.36476898,300.4515381,1492.545044,2005.401123,99.30091095,-1.790858746,0.999547064,0.5,-1.355140209,7.355140209,1.502271729,0.003535214,302.4402508,299.2509693,238.410229,0.210955883,0.698764267,41.18609888,17.13282663,27.69561005,3.728019664,0.199610768,2.388511845,1.339507818,0.05036324,18.33275665,0.470209786,57.37128469,391.1668299,0.014761639,1305.990891,548.7816162,"0.222318033",684.5249023,1233.306519,959.1202393,0.444967742,"0.222318033","0.499627304","1.801697081","-1",1492.545044,0.5,145.172663,"COSA81",208.0112434,0.470209785758112,"8/26/2011",2011-08-26
"1053",1053,1053,1053,2011,"aug","8/26/2011",4,7,NA,"b4p7 1","1","5184",19.17134959,0.225859694,239.9356939,84.8816769848276,163.249340832453,3.535214264,10.01873016,0.875009365,0.015470963,0.625353922,2.025727843,26.24516869,28.7759285,24.9208374,400.253418,386.5821228,22.16365242,24.45933914,64.29170227,70.95096588,300.4543457,1490.063965,1894.820923,99.3085556,-1.790858746,0.999547064,0.25,-1.355140209,7.355140209,1.502335052,0.00117436,301.9259285,299.3951687,238.979565,0.583292438,0.710045975,39.97561198,15.51627284,27.51054859,3.687898601,0.073247296,2.429021641,1.25887696,0.138283537,23.8276672,0.620659052,60.84548184,383.7961052,0.030393482,1303.819924,598.9311523,"0.316648128",583.9084473,1182.8396,808.2956543,0.506350271,"0.316648128","0.625353922","2.025727843","-1",1490.063965,0.5,206.4260693,"BENI",146.6464289,0.620659052110725,"8/26/2011",2011-08-26
"1054",1054,1054,1054,2011,"aug","8/26/2011",4,8,NA,"b4p8 1","1","4976",5.97705435,0.060599428,227.7705769,98.632190884706,13.7922803852573,1.174359945,10.01873016,0.875009365,0.005338492,0.33485845,1.703871098,26.05583572,29.54302979,24.92293167,400.4792175,396.1910095,22.14951324,22.91329193,64.9739151,67.21440887,300.4670105,1493.622314,1931.094849,99.308815,-1.790858746,0.999547064,0.5,-1.355140209,7.355140209,1.502433472,0.004333623,302.6930298,299.2058357,239.5388228,0.12764632,0.693887919,41.78775445,18.87446252,27.79943275,3.750694631,0.222174692,2.275491869,1.475202762,0.037664267,22.61962608,0.574900923,53.62502703,395.3224124,0.008107805,1306.933513,401.3739014,"0.138330408",570.237793,971.6116943,837.208252,0.413101143,"0.138330408","0.33485845","1.703871098","-1",1493.622314,0.5,90.39432324,"ACSA2",168.4204326,0.574900922631865,"8/26/2011",2011-08-26
"1055",1055,1055,1055,2011,"aug","8/26/2011",4,9,NA,"b4p9 1","1","4659.5",25.81276886,0.380072105,262.2993499,67.915452148218,121.346224426476,4.333622873,10.01873016,0.875009365,0.020467888,0.619738825,2.336733238,25.94879913,27.36608124,24.92134857,399.1220093,380.842865,22.51278114,25.32413864,66.45729828,74.75637054,300.4866943,1497.117676,1754.348267,99.30607605,-1.790858746,0.999547064,0.25,-1.355140209,7.355140209,1.502322998,0.0021272,300.5160812,299.0987991,239.4017915,0.452911934,0.725974614,36.823937,11.49979835,26.65744019,3.507778432,0.179229139,2.514840838,0.992937594,0.229505062,26.04791919,0.68873379,69.03615393,377.0917035,0.047256788,1309.991987,784.671875,"0.354522918",587.0070801,1371.678955,885.3873291,0.572052135,"0.354522918","0.619738825","2.336733238","-1",1497.117676,0.5,232.211091,"PODE3",118.5435151,0.688733790247061,"8/26/2011",2011-08-26
"1056",1056,1056,1056,2011,"aug","8/26/2011",4,10,NA,"b4p10 1","1","4803",11.17736832,0.134242177,249.3554285,83.2627164560956,35.4480133655887,2.127199639,10.01873016,0.875009365,0.009301079,0.306505625,2.111860247,25.95503616,28.70026779,24.92442703,400.4567566,392.4609985,22.85929489,24.24091148,67.45611572,71.53316498,300.4645996,1496.26123,1978.792114,99.30728912,-1.790858746,0.999547064,0.25,-1.355140209,7.355140209,1.502370758,0.003153172,301.8502678,299.1050362,239.5449361,0.296031921,0.714426121,39.80114457,15.56023308,27.32765198,3.648617617,0.196154167,2.407299205,1.241318412,0.082875909,24.76281163,0.635363589,60.18711005,390.8366818,0.01721265,1309.242589,613.782959,"0.161370252",552.0324707,1165.81543,977.6875,0.526483818,"0.161370252","0.306505625","2.111860247","-1",1496.26123,0.5,105.6364033,"COAM3",143.10557,0.635363588873915,"8/26/2011",2011-08-26
"1057",1057,1057,1057,2011,"aug","8/26/2011",4,11,NA,"b4p11 1","1","4524",15.54436392,0.212531524,262.1524789,73.1390978027335,36.9303569264893,3.153172381,10.01873016,0.875009365,0.01262904,0.566634809,1.934907612,25.8317585,28.09192085,24.92461205,400.5153503,389.3516235,21.66606522,23.7150898,64.40185547,70.49253082,300.4741516,1497.155884,1867.680786,99.30482483,-1.790858746,0.999547064,0.25,-1.355140209,7.355140209,1.497715149,0.004209102,301.2419209,298.9817585,239.5333736,0.170608066,0.705453186,38.4193072,14.7042174,26.96183968,3.571145743,0.27735834,2.355022838,1.216122905,0.130280092,26.03300599,0.673305216,61.38332925,387.0926865,0.024649518,1310.025419,483.4981079,"0.2737863",517.161377,1000.659485,726.692627,0.483179458,"0.2737863","0.566634809","1.934907612","-1",1497.155884,0.5,179.3335062,"PLOC",127.1991446,0.67330521584431,"8/26/2011",2011-08-26
"1058",1058,1058,1058,2011,"aug","8/26/2011",4,12,NA,"b4p12 1","1","4393",15.80678325,0.382504912,313.6506529,41.3243928485813,77.7499152742042,4.209102339,10.01873016,0.875009365,0.012829976,0.508279951,2.054530012,25.72019005,26.68889809,24.92189026,400.1456604,388.4999084,21.53131485,24.27344704,64.42597961,72.63098907,299.5430298,1497.083618,1747.124756,99.30487823,-1.790858746,0.999547064,0.25,-1.355140209,7.355140209,1.497658691,0.002033029,299.8388981,298.87019,238.9148189,0.543682854,0.711508018,35.38880794,11.1153609,26.20454407,3.415315441,0.177446426,2.410471702,1.004843739,0.230924074,31.1470399,0.807337778,68.90528829,386.2028362,0.028202044,1309.962186,553.1970215,"0.260885195",524.5910645,1077.788086,796.6091309,0.513270678,"0.260885195","0.508279951","2.054530012","-1",1497.083618,0.5,170.8748703,"ALINT",74.8492555,0.807337778255188,"8/26/2011",2011-08-26
"1059",1059,1059,1059,2011,"aug","8/26/2011",4,13,NA,"b4p13 1","1","3983",10.2298281,0.202147771,304.9439657,50.6056932975036,24.8185837788057,2.033028596,10.01873016,0.875009365,0.00859483,0.622570277,1.825574761,25.87796593,27.01023865,24.92074203,400.5072021,393.1429749,24.7883091,26.1103363,73.47506714,77.39369965,299.5317383,1493.217651,1639.944946,99.29649353,-1.790858746,0.999547064,0.25,-1.355140209,7.355140209,1.497668152,0.004121842,300.1602386,299.0279659,239.6785884,0.159259606,0.699959096,36.06685822,9.956521913,26.44410229,3.46395476,0.401113916,2.59266484,0.87128992,0.124031365,30.27986652,0.775656657,72.11528445,391.6563565,0.018836078,1306.579429,292.6849976,"0.281543281",354.5227051,647.2077026,464.9907227,0.452227309,"0.281543281","0.622570277","1.825574761","-1",1493.217651,0.5,183.9293296,"CEOC",88.1990092,0.775656657167957,"8/26/2011",2011-08-26
"1060",1060,1060,1060,2011,"aug","8/26/2011",4,14,NA,"b4p14 1","1","4241",16.89609434,0.343960379,299.1655961,49.1222110788522,103.116575762736,4.121841778,10.01873016,0.875009365,0.013653258,0.540439412,1.997338463,25.70961761,27.26422691,24.91809845,399.3867493,387.0399475,21.87393379,24.55851746,65.49153137,73.52929688,299.5336304,1497.991211,102.4840546,99.30384064,-1.790858746,0.999547064,0.25,-1.355140209,7.355140209,1.497779083,0.001638543,300.4142269,298.8596176,239.2381782,0.608949971,0.708607487,36.60564617,12.04712872,26.48692226,3.472712248,0.131851588,2.438755104,1.033957144,0.208369216,29.70829268,0.772957929,67.26330589,384.5845744,0.029551033,1310.756338,495.2771606,"0.269859627",496.598877,991.8760376,724.2087402,0.499333729,"0.269859627","0.540439412","1.997338463","-1",1497.991211,0.5,176.8601082,"ROPS",87.8743514,0.772957928586945,"8/26/2011",2011-08-26
"1061",1061,1061,1061,2011,"aug","8/26/2011",4,15,NA,"b4p15 1","1","3782",14.41977722,0.165077682,241.951439,87.3514641428028,52.0475062470605,1.638543117,10.01873016,0.875009365,0.011785686,0.551713381,1.889200237,25.90624428,27.15540314,24.92027283,398.9790955,388.926178,25.52606583,26.59095764,75.53588104,78.68707275,299.5558167,1495.238647,1655.605957,99.2973175,-1.790858746,0.999547064,0.5,-1.355140209,7.355140209,1.497753448,0.002770503,300.3054031,299.0562443,238.4724751,0.427403558,0.703151718,36.37518071,9.784223066,26.53082371,3.481710981,0.274245474,2.640410764,0.841300218,0.101627242,24.02512886,0.622101192,72.71246206,386.8306681,0.027104818,1308.34782,517.7144775,"0.259677963",582.2248535,1099.939331,814.3093262,0.470675484,"0.259677963","0.551713381","1.889200237","-1",1495.238647,0.5,169.8745483,"LIST2",146.974739,0.622101192170202,"8/26/2011",2011-08-26
"1062",1062,1062,1062,2011,"aug","8/26/2011",4,16,NA,"b4p16 1","1","3553",14.13807417,0.311129798,309.16204,45.4410804136478,65.931009096361,2.770502822,10.01873016,0.875009365,0.011607525,0.523053412,2.033473789,25.90455246,26.70710182,24.91905785,399.2286377,389.0694275,24.71097946,26.51171112,73.13095856,78.46014404,299.5506897,1490.453003,133.8641968,99.29695129,-1.790858746,0.999547064,0.5,-1.355140209,7.355140209,1.497692108,0.002144374,299.8571018,299.0545525,238.9357759,0.51622045,0.710438909,35.42957779,8.917866668,26.30582714,3.435806442,0.23301105,2.632532088,0.803274354,0.189035091,30.69884803,0.794619207,74.86661335,387.0148552,0.027349589,1304.160336,552.9866943,"0.265831797",535.0756836,1088.062378,798.8208008,0.508230691,"0.265831797","0.523053412","2.033473789","-1",1490.453003,0.5,173.3436428,"QUCO2",79.9073875,0.794619207133668,"8/26/2011",2011-08-26
"1063",1063,1063,1063,2011,"aug","8/26/2011",4,18,NA,"b4p18 1","1","3363.5",10.59850104,0.184550798,293.0266771,57.4286383741348,33.6678282863098,2.144374128,10.01873016,0.875009365,0.008876218,0.390793622,1.998053977,26.00228119,27.30182076,24.91982841,400.5997925,392.9606018,23.80859184,25.20429039,70.05606842,74.16287231,299.5384216,1493.348633,1732.38501,99.29994202,-1.790858746,0.999547064,0.25,-1.355140209,7.355140209,1.497779541,0.003147961,300.4518208,299.1522812,239.3461275,0.303409951,0.70864371,36.68782949,11.4835391,26.65205097,3.506665454,0.265644926,2.502784574,1.003880879,0.113415017,29.09753205,0.74568971,68.32893899,391.4204072,0.018501445,1306.694039,610.4086914,"0.195206502",611.598877,1222.007568,983.4637451,0.49951302,"0.195206502","0.390793622","1.998053977","-1",1493.348633,0.5,127.5375865,"PRSE2",99.9339247,0.745689709751457,"8/26/2011",2011-08-26
"1064",1064,1064,1064,2011,"aug","8/26/2011",4,19,NA,"b4p19 1","1","3189",16.70893555,0.240046265,266.2148639,69.6071465640176,98.741952993236,3.147960886,10.01873016,0.875009365,0.013529238,0.548417863,1.972346983,26.06111145,28.16189575,24.9260006,399.0249634,387.0556641,23.50933456,25.55737114,68.93391418,74.93915558,299.5559082,1495.91333,185.8450165,99.29812622,-1.790858746,0.999547064,0.5,-1.355140209,7.355140209,1.497787476,0.001692182,301.3118958,299.2111115,239.3578267,0.530899557,0.707343305,38.57880497,13.02143383,27.1115036,3.602666295,0.125786185,2.537799065,1.06486723,0.146781307,26.43463716,0.687794776,66.00730448,384.6274893,0.028674804,1308.938173,585.944458,"0.270364423",602.6083984,1188.552856,867.2104492,0.492989819,"0.270364423","0.548417863","1.972346983","-1",1495.91333,0.5,176.945157,"MAPO",120.8408002,0.687794776286288,"8/26/2011",2011-08-26
"1065",1065,1065,1065,2011,"aug","8/26/2011",4,20,NA,"b4p20 1","1","2844.5",11.1344561,0.112045823,223.9896011,99.3741292792325,40.0468432482436,1.692181511,10.01873016,0.875009365,0.009270005,0.623786752,1.86393801,25.92626953,28.63857269,24.92919159,400.0283813,392.1513977,23.77280998,24.87449455,70.25894165,73.51488495,299.5574951,1495.98645,1711.034302,99.28968048,-1.790858746,0.999547064,0.25,-1.355140209,7.355140209,1.497736511,0.002780358,301.7885727,299.0762695,239.3144282,0.370184,0.701882562,39.66599311,14.79149856,27.28242111,3.638959822,0.181904177,2.469780616,1.169179206,0.069312814,22.23985593,0.571181443,61.92561102,390.533317,0.017655549,1309.002154,462.0532837,"0.289126077",534.8222656,996.8755493,708.652832,0.463501471,"0.289126077","0.623786752","1.86393801","-1",1495.98645,0.5,189.2333291,"ACRU",168.1617966,0.571181442712476,"8/26/2011",2011-08-26
"1066",1066,1066,1066,2011,"aug","8/26/2011",4,21,NA,"b4p21 1","1","2608",12.6207299,0.201039345,280.9583669,62.7774125507621,29.2711689398443,2.780358207,10.01873016,0.875009365,0.010407317,0.571299653,1.737606329,25.86451721,27.92354774,24.92897034,399.9859314,390.8338623,22.55227661,24.36342239,66.89270782,72.26477814,299.5473022,1495.71521,1730.870483,99.28490448,-1.790858746,0.999547064,0.75,-1.355140209,7.355140209,1.497656097,0.004311659,301.0735477,299.0145172,237.451108,0.04463867,0.695566112,38.0516989,13.68827651,26.89403248,3.55694437,0.305159121,2.418920065,1.138024305,0.123363643,27.89492462,0.718869049,63.65491912,388.9997934,0.020652236,1308.764816,291.3004761,"0.242514218",394.9267578,686.2272339,519.807373,0.424495651,"0.242514218","0.571299653","1.737606329","-1",1495.71521,0.5,158.6970378,"COOB2",109.8754954,0.718869048978001,"8/26/2011",2011-08-26
"1067",1067,1067,1067,2011,"aug","8/26/2011",5,1,NA,"b5p1 1","1","12883",15.07011168,0.20087964,253.6620998,75.0206027848318,34.9520026514156,4.311658774,10.01873016,0.875009365,0.012375193,0.593321571,1.816524495,26.84336853,29.90050316,24.90701675,398.301239,387.1242676,18.68934441,21.50636673,52.24553299,60.12043762,299.5312195,1484.069458,2011.474854,99.13764954,-2.576900005,0.93521601,0.25,-1.355140209,7.355140209,1.497656097,0.004311659,303.0505032,299.9933685,237.451108,0.04463867,0.699506012,42.73010103,21.2237343,28.37193584,3.877904016,0.196627787,2.132090648,1.745813368,0.123267425,25.14746435,0.655247219,49.76868556,384.9342498,0.019484357,1298.574674,370.0514526,"0.26669698",453.203125,823.2545776,603.6950684,0.449498202,"0.26669698","0.593321571","1.816524495","-1",1484.069458,0.5,173.1629717,"COOB2",133.4621678,0.655247219123186,"8/26/2011",2011-08-26
"1068",1068,1068,1068,2011,"aug","8/26/2011",5,1,NA,"b5p1 1","1","12883",15.07011168,0.20087964,253.6620998,75.0206027848318,93.7674167174803,4.311658774,10.01873016,0.875009365,0.012375193,0.593321571,1.816524495,26.84336853,29.90050316,24.90701675,398.301239,387.1242676,18.68934441,21.50636673,52.24553299,60.12043762,299.5312195,1484.069458,2011.474854,99.13764954,-2.576900005,0.93521601,0.25,-1.355140209,7.355140209,1.497857208,0.00160718,303.0505032,299.9933685,216.8014991,0.435978022,0.699506012,42.73010103,21.2237343,28.37193584,3.877904016,0.073293422,2.132090648,1.745813368,0.123267425,25.14746435,0.655247219,49.76868556,384.9342498,0.019484357,1298.574674,370.0514526,"0.26669698",453.203125,823.2545776,603.6950684,0.449498202,"0.26669698","0.593321571","1.816524495","-1",1484.069458,0.5,173.1629717,"COOB2",133.4621678,0.655247219123186,"8/26/2011",2011-08-26
"1069",1069,1069,1069,2011,"aug","8/26/2011",5,1,NA,"b5p12","2","209",10.36743034,0.079865501,173.5309578,129.811122577194,76.0927397460353,1.607179894,9.986149788,0.874993075,0.009587721,0.350775614,1.932283941,26.46987724,29.58092308,25.051548,399.269989,391.927948,21.36974907,22.41868019,60.90789032,63.89755249,299.5714417,1355.009399,0.085092232,98.87955475,18.75779915,-0.0486825,0.5,-1.355140209,7.355140209,1.497656097,0.001362473,302.7309231,299.6198772,236.7519869,0.497782005,0.705320898,42.06090986,19.64222967,28.02540016,3.80046249,0.067128203,2.216749115,1.583713374,0.049551175,17.15866385,0.442762397,52.15609632,390.421333,0.013849773,1185.623841,790.8221436,"0.169241417",848.2631836,1639.085327,1361.684204,0.482477715,"0.169241417","0.350775614","1.932283941","-1",1355.009399,0.5,100.3283293,"COOB2",218.3969902,0.44276239723532,"8/26/2011",2011-08-26
"1070",1070,1070,1070,2011,"aug","8/26/2011",5,2,NA,"b5p2 1","1","13117.5",6.561748018,0.051827898,178.4263679,126.606485526386,48.1605728553887,1.362473442,10.01873016,0.875009365,0.005840309,0.482990436,1.497257223,26.85404015,31.20821571,24.909935,398.8016357,394.0617981,19.60161209,20.4927063,54.76254272,57.25205612,299.5312195,1479.699951,2061.852051,99.13974762,-2.576900005,0.93521601,0.5,-1.355140209,7.355140209,1.497656097,0.001362473,304.3582157,300.0040401,236.7519869,0.497782005,0.683687652,46.04828047,25.55557417,29.03112793,4.029022612,0.051540352,2.031641731,1.997380882,0.032238431,17.68914509,0.452787783,42.91118476,393.1082322,0.007162719,1294.751315,286.8618164,"0.160406962",576.8881836,863.75,725.1984863,0.332112088,"0.160406962","0.482990436","1.497257223","-1",1479.699951,0.5,103.8435627,"ACSA2",215.6354302,0.452787782932263,"8/26/2011",2011-08-26
"1071",1071,1071,1071,2011,"aug","8/26/2011",5,2,NA,"b5p2 1","1","13117.5",6.561748018,0.051827898,178.4263679,126.606485526386,59.9514670309088,1.362473442,10.01873016,0.875009365,0.005840309,0.482990436,1.497257223,26.85404015,31.20821571,24.909935,398.8016357,394.0617981,19.60161209,20.4927063,54.76254272,57.25205612,299.5312195,1479.699951,2061.852051,99.13974762,-2.576900005,0.93521601,0.5,-1.355140209,7.355140209,1.497894745,0.00109451,304.3582157,300.0040401,216.4950147,0.510630981,0.683687652,46.04828047,25.55557417,29.03112793,4.029022612,0.041403685,2.031641731,1.997380882,0.032238431,17.68914509,0.452787783,42.91118476,393.1082322,0.007162719,1294.751315,286.8618164,"0.160406962",576.8881836,863.75,725.1984863,0.332112088,"0.160406962","0.482990436","1.497257223","-1",1479.699951,0.5,103.8435627,"ACSA2",215.6354302,0.452787782932263,"8/26/2011",2011-08-26
"1072",1072,1072,1072,2011,"aug","8/26/2011",5,2,NA,"b5p22","2","343.5",8.017786181,0.052842193,140.9303249,151.730761457989,17.0856313445523,1.094509829,9.986149788,0.874993075,0.007616709,0.486812644,1.374835776,26.4159317,29.82709312,25.04528999,399.4259338,393.7854919,21.79336166,22.50761414,62.31567764,64.35800171,299.578949,1353.093872,0.112274528,98.88346863,18.75779915,-0.0486825,0.5,-1.355140209,7.355140209,1.497848816,0.004692707,302.9770931,299.5659317,236.6462838,-0.040182026,0.677706671,42.65949909,20.15188496,28.12151241,3.821804611,0.225279292,2.225630956,1.596173655,0.032866293,13.93567936,0.357886026,51.44621565,392.6203318,0.010505945,1183.947768,339.4309082,"0.132724794",905.5456543,1244.976563,1079.737305,0.2726404,"0.132724794","0.486812644","1.374835776","-1",1353.093872,0.5,78.5696118,"ACSA2",252.855167,0.357886026272874,"8/26/2011",2011-08-26
"1073",1073,1073,1073,2011,"aug","8/26/2011",5,3,NA,"b5p3 1","1","13237",18.79990143,0.226172651,239.715293,83.1219042040587,40.0619544966264,4.692707473,10.01873016,0.875009365,0.015299267,0.634883742,1.966905886,26.87213898,30.23306847,24.91117096,399.8477478,386.0868835,19.94492912,23.00581741,55.66350555,64.20602417,299.5697632,1479.039307,2202.843506,99.1416626,-2.576900005,0.93521601,0.25,-1.355140209,7.355140209,1.497848816,0.004692707,303.3830685,300.022139,236.6462838,-0.040182026,0.707068334,43.55201663,20.54619921,28.55260372,3.918821667,0.220797005,2.280834988,1.63798668,0.138471234,23.7657727,0.620884322,52.3596301,383.3548455,0.025677408,1294.173245,523.1999512,"0.312100762",541.1074219,1064.307373,732.1362305,0.491587266,"0.312100762","0.634883742","1.966905886","-1",1479.039307,0.5,201.9562282,"MAPO",146.3715905,0.620884322271984,"8/26/2011",2011-08-26
"1074",1074,1074,1074,2011,"aug","8/26/2011",5,3,NA,"b5p3 1","1","13237",18.79990143,0.226172651,239.715293,83.1219042040587,52.1609490845428,4.692707473,10.01873016,0.875009365,0.015299267,0.634883742,1.966905886,26.87213898,30.23306847,24.91117096,399.8477478,386.0868835,19.94492912,23.00581741,55.66350555,64.20602417,299.5697632,1479.039307,2202.843506,99.1416626,-2.576900005,0.93521601,0.25,-1.355140209,7.355140209,1.498010254,0.00360421,303.3830685,300.022139,215.9112452,0.11169435,0.707068334,43.55201663,20.54619921,28.55260372,3.918821667,0.169582006,2.280834988,1.63798668,0.138471234,23.7657727,0.620884322,52.3596301,383.3548455,0.025677408,1294.173245,523.1999512,"0.312100762",541.1074219,1064.307373,732.1362305,0.491587266,"0.312100762","0.634883742","1.966905886","-1",1479.039307,0.5,201.9562282,"MAPO",146.3715905,0.620884322271984,"8/26/2011",2011-08-26
"1075",1075,1075,1075,2011,"aug","8/26/2011",5,3,NA,"b5p32","2","490.5",16.52538773,0.222585241,257.8984904,74.2429626320103,23.3467336390212,3.604209871,9.986149788,0.874993075,0.014842523,0.591517735,1.780536873,26.44877625,28.91823769,25.05158615,399.6226807,387.6584167,22.09157562,24.43877411,63.04421234,69.74256897,299.6020508,1349.445313,0.082727931,98.88045502,18.75779915,-0.0486825,0.25,-1.355140209,7.355140209,1.49771347,0.007078244,302.0682377,299.5987762,237.1614595,-0.381659051,0.697706928,40.48104448,16.04227038,27.68350697,3.725384142,0.426902443,2.416517104,1.308867038,0.136319043,25.50112008,0.665272516,59.99981513,385.2569155,0.025736597,1180.755303,733.9532471,"0.259304601",940.3184814,1674.271729,1240.125366,0.438371642,"0.259304601","0.591517735","1.780536873","-1",1349.445313,0.5,153.0876413,"MAPO",129.7599263,0.665272516447339,"8/26/2011",2011-08-26
"1076",1076,1076,1076,2011,"aug","8/26/2011",5,4,NA,"b5p4 1","1","13371.5",28.84602563,0.491948173,272.5456628,58.6363101098457,40.7530817389172,7.078243555,10.01873016,0.875009365,0.023011751,0.658368128,2.369739789,26.69403839,28.4554348,24.91014862,399.4995422,378.4509277,20.02896881,24.63855934,56.48783875,69.48829651,299.5426941,1482.259155,1895.339111,99.14350891,-2.576900005,0.93521601,0.25,-1.355140209,7.355140209,1.49771347,0.007078244,301.6054348,299.8440384,237.1614595,-0.381659051,0.72768351,39.30432103,14.66576168,27.5747366,3.701771576,0.467206686,2.442753228,1.259018349,0.294130626,27.02113335,0.72016117,63.39285564,374.2589676,0.04886007,1296.990642,783.0644531,"0.380545165",571.6884766,1354.75293,839.208252,0.57801274,"0.380545165","0.658368128","2.369739789","-1",1482.259155,0.5,246.7817593,"PODE3",105.9052649,0.720161169788566,"8/26/2011",2011-08-26
"1077",1077,1077,1077,2011,"aug","8/26/2011",5,4,NA,"b5p4 1","1","13371.5",28.84602563,0.491948173,272.5456628,58.6363101098457,NA,7.078243555,10.01873016,0.875009365,0.023011751,0.658368128,2.369739789,26.69403839,28.4554348,24.91014862,399.4995422,378.4509277,20.02896881,24.63855934,56.48783875,69.48829651,299.5426941,1482.259155,1895.339111,99.14350891,-2.576900005,0.93521601,0.25,-1.355140209,7.355140209,1.498128662,0.000552455,301.6054348,299.8440384,217.2252295,0.613513215,0.72768351,39.30432103,14.66576168,27.5747366,3.701771576,0.036465346,2.442753228,1.259018349,0.294130626,27.02113335,0.72016117,63.39285564,374.2589676,0.04886007,1296.990642,783.0644531,"0.380545165",571.6884766,1354.75293,839.208252,0.57801274,"0.380545165","0.658368128","2.369739789","-1",1482.259155,0.5,246.7817593,"PODE3",105.9052649,0.720161169788566,"8/26/2011",2011-08-26
"1078",1078,1078,1078,2011,"aug","8/26/2011",5,5,NA,"b5p5 1","1","13792",15.72912206,0.276479761,285.1048563,56.8906816293146,31.4427554186808,5.002463261,10.01873016,0.875009365,0.012874882,0.548022448,1.705879512,26.63610649,29.38472939,24.90651703,400.2473755,388.4475403,20.18729591,23.44912529,57.13010025,66.36108398,299.5349731,1484.968384,2187.106445,99.14558411,-2.576900005,0.93521601,0.25,-1.355140209,7.355140209,1.497674866,0.005002463,302.5347294,299.7861065,237.5949361,-0.061300508,0.693987729,41.47619424,18.02706895,28.01041794,3.79714501,0.268489016,2.324877224,1.472267787,0.168505713,28.26688751,0.733959742,56.37638383,386.1617539,0.022963202,1299.361243,373.8416138,"0.226767374",529.611084,903.4526978,698.5791016,0.413792127,"0.226767374","0.548022448","1.705879512","-1",1484.968384,0.5,147.3263687,"ALINT",103.342684,0.733959741590363,"8/26/2011",2011-08-26
"1079",1079,1079,1079,2011,"aug","8/26/2011",5,5,NA,"b5p5 1","1","13792",15.72912206,0.276479761,285.1048563,56.8906816293146,82.1771743684857,5.002463261,10.01873016,0.875009365,0.012874882,0.548022448,1.705879512,26.63610649,29.38472939,24.90651703,400.2473755,388.4475403,20.18729591,23.44912529,57.13010025,66.36108398,299.5349731,1484.968384,2187.106445,99.14558411,-2.576900005,0.93521601,0.25,-1.355140209,7.355140209,1.498095398,0.00191405,302.5347294,299.7861065,217.7763037,0.399667807,0.693987729,41.47619424,18.02706895,28.01041794,3.79714501,0.102729692,2.324877224,1.472267787,0.168505713,28.26688751,0.733959742,56.37638383,386.1617539,0.022963202,1299.361243,373.8416138,"0.226767374",529.611084,903.4526978,698.5791016,0.413792127,"0.226767374","0.548022448","1.705879512","-1",1484.968384,0.5,147.3263687,"ALINT",103.342684,0.733959741590363,"8/26/2011",2011-08-26
